"entity_key","date","year","year_season","year_quarter","year_month","year_week","season_number","season","season_de","season_einkauf","month","week","day_of_month","day_of_week","day_name","month_name","last_day_of_month","last_day_of_week","business_day","working_days","next_ship_day"
137,2012-05-16,2012,"2012-1-SS","2012-Q2","2012-05","2012-20",1,SS,FS,FS12,5,20,16,3,Wednesday,May      ,2012-05-31,2012-05-20,2012-05-16,1,2012-05-17
138,2012-05-17,2012,"2012-1-SS","2012-Q2","2012-05","2012-20",1,SS,FS,FS12,5,20,17,4,Thursday ,May      ,2012-05-31,2012-05-20,2012-05-17,1,2012-05-18
139,2012-05-18,2012,"2012-1-SS","2012-Q2","2012-05","2012-20",1,SS,FS,FS12,5,20,18,5,Friday   ,May      ,2012-05-31,2012-05-20,2012-05-18,1,2012-05-21
140,2012-05-19,2012,"2012-1-SS","2012-Q2","2012-05","2012-20",1,SS,FS,FS12,5,20,19,6,Saturday ,May      ,2012-05-31,2012-05-20,2012-05-21,0,2012-05-21
141,2012-05-20,2012,"2012-1-SS","2012-Q2","2012-05","2012-20",1,SS,FS,FS12,5,20,20,7,Sunday   ,May      ,2012-05-31,2012-05-20,2012-05-21,0,2012-05-21
142,2012-05-21,2012,"2012-1-SS","2012-Q2","2012-05","2012-21",1,SS,FS,FS12,5,21,21,1,Monday   ,May      ,2012-05-31,2012-05-27,2012-05-21,1,2012-05-22
143,2012-05-22,2012,"2012-1-SS","2012-Q2","2012-05","2012-21",1,SS,FS,FS12,5,21,22,2,Tuesday  ,May      ,2012-05-31,2012-05-27,2012-05-22,1,2012-05-23
144,2012-05-23,2012,"2012-1-SS","2012-Q2","2012-05","2012-21",1,SS,FS,FS12,5,21,23,3,Wednesday,May      ,2012-05-31,2012-05-27,2012-05-23,1,2012-05-24
145,2012-05-24,2012,"2012-1-SS","2012-Q2","2012-05","2012-21",1,SS,FS,FS12,5,21,24,4,Thursday ,May      ,2012-05-31,2012-05-27,2012-05-24,1,2012-05-25
146,2012-05-25,2012,"2012-1-SS","2012-Q2","2012-05","2012-21",1,SS,FS,FS12,5,21,25,5,Friday   ,May      ,2012-05-31,2012-05-27,2012-05-25,1,2012-05-29
147,2012-05-26,2012,"2012-1-SS","2012-Q2","2012-05","2012-21",1,SS,FS,FS12,5,21,26,6,Saturday ,May      ,2012-05-31,2012-05-27,2012-05-29,0,2012-05-29
148,2012-05-27,2012,"2012-1-SS","2012-Q2","2012-05","2012-21",1,SS,FS,FS12,5,21,27,7,Sunday   ,May      ,2012-05-31,2012-05-27,2012-05-29,0,2012-05-29
149,2012-05-28,2012,"2012-1-SS","2012-Q2","2012-05","2012-22",1,SS,FS,FS12,5,22,28,1,Monday   ,May      ,2012-05-31,2012-06-03,2012-05-29,0,2012-05-29
150,2012-05-29,2012,"2012-1-SS","2012-Q2","2012-05","2012-22",1,SS,FS,FS12,5,22,29,2,Tuesday  ,May      ,2012-05-31,2012-06-03,2012-05-29,1,2012-05-30
151,2012-05-30,2012,"2012-1-SS","2012-Q2","2012-05","2012-22",1,SS,FS,FS12,5,22,30,3,Wednesday,May      ,2012-05-31,2012-06-03,2012-05-30,1,2012-05-31
152,2012-05-31,2012,"2012-1-SS","2012-Q2","2012-05","2012-22",1,SS,FS,FS12,5,22,31,4,Thursday ,May      ,2012-05-31,2012-06-03,2012-05-31,1,2012-06-01
153,2012-06-01,2012,"2012-1-SS","2012-Q2","2012-06","2012-22",1,SS,FS,FS12,6,22,1,5,Friday   ,June     ,2012-06-30,2012-06-03,2012-06-01,1,2012-06-04
154,2012-06-02,2012,"2012-1-SS","2012-Q2","2012-06","2012-22",1,SS,FS,FS12,6,22,2,6,Saturday ,June     ,2012-06-30,2012-06-03,2012-06-04,0,2012-06-04
155,2012-06-03,2012,"2012-1-SS","2012-Q2","2012-06","2012-22",1,SS,FS,FS12,6,22,3,7,Sunday   ,June     ,2012-06-30,2012-06-03,2012-06-04,0,2012-06-04
156,2012-06-04,2012,"2012-1-SS","2012-Q2","2012-06","2012-23",1,SS,FS,FS12,6,23,4,1,Monday   ,June     ,2012-06-30,2012-06-10,2012-06-04,1,2012-06-05
157,2012-06-05,2012,"2012-1-SS","2012-Q2","2012-06","2012-23",1,SS,FS,FS12,6,23,5,2,Tuesday  ,June     ,2012-06-30,2012-06-10,2012-06-05,1,2012-06-06
158,2012-06-06,2012,"2012-1-SS","2012-Q2","2012-06","2012-23",1,SS,FS,FS12,6,23,6,3,Wednesday,June     ,2012-06-30,2012-06-10,2012-06-06,1,2012-06-07
159,2012-06-07,2012,"2012-1-SS","2012-Q2","2012-06","2012-23",1,SS,FS,FS12,6,23,7,4,Thursday ,June     ,2012-06-30,2012-06-10,2012-06-07,1,2012-06-08
160,2012-06-08,2012,"2012-1-SS","2012-Q2","2012-06","2012-23",1,SS,FS,FS12,6,23,8,5,Friday   ,June     ,2012-06-30,2012-06-10,2012-06-08,1,2012-06-11
161,2012-06-09,2012,"2012-1-SS","2012-Q2","2012-06","2012-23",1,SS,FS,FS12,6,23,9,6,Saturday ,June     ,2012-06-30,2012-06-10,2012-06-11,0,2012-06-11
162,2012-06-10,2012,"2012-1-SS","2012-Q2","2012-06","2012-23",1,SS,FS,FS12,6,23,10,7,Sunday   ,June     ,2012-06-30,2012-06-10,2012-06-11,0,2012-06-11
163,2012-06-11,2012,"2012-1-SS","2012-Q2","2012-06","2012-24",1,SS,FS,FS12,6,24,11,1,Monday   ,June     ,2012-06-30,2012-06-17,2012-06-11,1,2012-06-12
164,2012-06-12,2012,"2012-1-SS","2012-Q2","2012-06","2012-24",1,SS,FS,FS12,6,24,12,2,Tuesday  ,June     ,2012-06-30,2012-06-17,2012-06-12,1,2012-06-13
165,2012-06-13,2012,"2012-1-SS","2012-Q2","2012-06","2012-24",1,SS,FS,FS12,6,24,13,3,Wednesday,June     ,2012-06-30,2012-06-17,2012-06-13,1,2012-06-14
166,2012-06-14,2012,"2012-1-SS","2012-Q2","2012-06","2012-24",1,SS,FS,FS12,6,24,14,4,Thursday ,June     ,2012-06-30,2012-06-17,2012-06-14,1,2012-06-15
167,2012-06-15,2012,"2012-1-SS","2012-Q2","2012-06","2012-24",1,SS,FS,FS12,6,24,15,5,Friday   ,June     ,2012-06-30,2012-06-17,2012-06-15,1,2012-06-18
168,2012-06-16,2012,"2012-1-SS","2012-Q2","2012-06","2012-24",1,SS,FS,FS12,6,24,16,6,Saturday ,June     ,2012-06-30,2012-06-17,2012-06-18,0,2012-06-18
169,2012-06-17,2012,"2012-1-SS","2012-Q2","2012-06","2012-24",1,SS,FS,FS12,6,24,17,7,Sunday   ,June     ,2012-06-30,2012-06-17,2012-06-18,0,2012-06-18
170,2012-06-18,2012,"2012-1-SS","2012-Q2","2012-06","2012-25",1,SS,FS,FS12,6,25,18,1,Monday   ,June     ,2012-06-30,2012-06-24,2012-06-18,1,2012-06-19
171,2012-06-19,2012,"2012-1-SS","2012-Q2","2012-06","2012-25",1,SS,FS,FS12,6,25,19,2,Tuesday  ,June     ,2012-06-30,2012-06-24,2012-06-19,1,2012-06-20
172,2012-06-20,2012,"2012-1-SS","2012-Q2","2012-06","2012-25",1,SS,FS,FS12,6,25,20,3,Wednesday,June     ,2012-06-30,2012-06-24,2012-06-20,1,2012-06-21
173,2012-06-21,2012,"2012-1-SS","2012-Q2","2012-06","2012-25",1,SS,FS,FS12,6,25,21,4,Thursday ,June     ,2012-06-30,2012-06-24,2012-06-21,1,2012-06-22
174,2012-06-22,2012,"2012-1-SS","2012-Q2","2012-06","2012-25",1,SS,FS,FS12,6,25,22,5,Friday   ,June     ,2012-06-30,2012-06-24,2012-06-22,1,2012-06-25
175,2012-06-23,2012,"2012-1-SS","2012-Q2","2012-06","2012-25",1,SS,FS,FS12,6,25,23,6,Saturday ,June     ,2012-06-30,2012-06-24,2012-06-25,0,2012-06-25
176,2012-06-24,2012,"2012-1-SS","2012-Q2","2012-06","2012-25",1,SS,FS,FS12,6,25,24,7,Sunday   ,June     ,2012-06-30,2012-06-24,2012-06-25,0,2012-06-25
177,2012-06-25,2012,"2012-1-SS","2012-Q2","2012-06","2012-26",1,SS,FS,FS12,6,26,25,1,Monday   ,June     ,2012-06-30,2012-07-01,2012-06-25,1,2012-06-26
178,2012-06-26,2012,"2012-1-SS","2012-Q2","2012-06","2012-26",1,SS,FS,FS12,6,26,26,2,Tuesday  ,June     ,2012-06-30,2012-07-01,2012-06-26,1,2012-06-27
179,2012-06-27,2012,"2012-1-SS","2012-Q2","2012-06","2012-26",1,SS,FS,FS12,6,26,27,3,Wednesday,June     ,2012-06-30,2012-07-01,2012-06-27,1,2012-06-28
180,2012-06-28,2012,"2012-1-SS","2012-Q2","2012-06","2012-26",1,SS,FS,FS12,6,26,28,4,Thursday ,June     ,2012-06-30,2012-07-01,2012-06-28,1,2012-06-29
181,2012-06-29,2012,"2012-1-SS","2012-Q2","2012-06","2012-26",1,SS,FS,FS12,6,26,29,5,Friday   ,June     ,2012-06-30,2012-07-01,2012-06-29,1,2012-07-02
182,2012-06-30,2012,"2012-1-SS","2012-Q2","2012-06","2012-26",1,SS,FS,FS12,6,26,30,6,Saturday ,June     ,2012-06-30,2012-07-01,2012-07-02,0,2012-07-02
183,2012-07-01,2012,"2012-2-FW","2012-Q3","2012-07","2012-26",2,FW,HW,HW12,7,26,1,7,Sunday   ,July     ,2012-07-31,2012-07-01,2012-07-02,0,2012-07-02
184,2012-07-02,2012,"2012-2-FW","2012-Q3","2012-07","2012-27",2,FW,HW,HW12,7,27,2,1,Monday   ,July     ,2012-07-31,2012-07-08,2012-07-02,1,2012-07-03
185,2012-07-03,2012,"2012-2-FW","2012-Q3","2012-07","2012-27",2,FW,HW,HW12,7,27,3,2,Tuesday  ,July     ,2012-07-31,2012-07-08,2012-07-03,1,2012-07-04
186,2012-07-04,2012,"2012-2-FW","2012-Q3","2012-07","2012-27",2,FW,HW,HW12,7,27,4,3,Wednesday,July     ,2012-07-31,2012-07-08,2012-07-04,1,2012-07-05
187,2012-07-05,2012,"2012-2-FW","2012-Q3","2012-07","2012-27",2,FW,HW,HW12,7,27,5,4,Thursday ,July     ,2012-07-31,2012-07-08,2012-07-05,1,2012-07-06
188,2012-07-06,2012,"2012-2-FW","2012-Q3","2012-07","2012-27",2,FW,HW,HW12,7,27,6,5,Friday   ,July     ,2012-07-31,2012-07-08,2012-07-06,1,2012-07-09
189,2012-07-07,2012,"2012-2-FW","2012-Q3","2012-07","2012-27",2,FW,HW,HW12,7,27,7,6,Saturday ,July     ,2012-07-31,2012-07-08,2012-07-09,0,2012-07-09
190,2012-07-08,2012,"2012-2-FW","2012-Q3","2012-07","2012-27",2,FW,HW,HW12,7,27,8,7,Sunday   ,July     ,2012-07-31,2012-07-08,2012-07-09,0,2012-07-09
191,2012-07-09,2012,"2012-2-FW","2012-Q3","2012-07","2012-28",2,FW,HW,HW12,7,28,9,1,Monday   ,July     ,2012-07-31,2012-07-15,2012-07-09,1,2012-07-10
192,2012-07-10,2012,"2012-2-FW","2012-Q3","2012-07","2012-28",2,FW,HW,HW12,7,28,10,2,Tuesday  ,July     ,2012-07-31,2012-07-15,2012-07-10,1,2012-07-11
193,2012-07-11,2012,"2012-2-FW","2012-Q3","2012-07","2012-28",2,FW,HW,HW12,7,28,11,3,Wednesday,July     ,2012-07-31,2012-07-15,2012-07-11,1,2012-07-12
194,2012-07-12,2012,"2012-2-FW","2012-Q3","2012-07","2012-28",2,FW,HW,HW12,7,28,12,4,Thursday ,July     ,2012-07-31,2012-07-15,2012-07-12,1,2012-07-13
195,2012-07-13,2012,"2012-2-FW","2012-Q3","2012-07","2012-28",2,FW,HW,HW12,7,28,13,5,Friday   ,July     ,2012-07-31,2012-07-15,2012-07-13,1,2012-07-16
196,2012-07-14,2012,"2012-2-FW","2012-Q3","2012-07","2012-28",2,FW,HW,HW12,7,28,14,6,Saturday ,July     ,2012-07-31,2012-07-15,2012-07-16,0,2012-07-16
197,2012-07-15,2012,"2012-2-FW","2012-Q3","2012-07","2012-28",2,FW,HW,HW12,7,28,15,7,Sunday   ,July     ,2012-07-31,2012-07-15,2012-07-16,0,2012-07-16
198,2012-07-16,2012,"2012-2-FW","2012-Q3","2012-07","2012-29",2,FW,HW,HW12,7,29,16,1,Monday   ,July     ,2012-07-31,2012-07-22,2012-07-16,1,2012-07-17
199,2012-07-17,2012,"2012-2-FW","2012-Q3","2012-07","2012-29",2,FW,HW,HW12,7,29,17,2,Tuesday  ,July     ,2012-07-31,2012-07-22,2012-07-17,1,2012-07-18
200,2012-07-18,2012,"2012-2-FW","2012-Q3","2012-07","2012-29",2,FW,HW,HW12,7,29,18,3,Wednesday,July     ,2012-07-31,2012-07-22,2012-07-18,1,2012-07-19
201,2012-07-19,2012,"2012-2-FW","2012-Q3","2012-07","2012-29",2,FW,HW,HW12,7,29,19,4,Thursday ,July     ,2012-07-31,2012-07-22,2012-07-19,1,2012-07-20
202,2012-07-20,2012,"2012-2-FW","2012-Q3","2012-07","2012-29",2,FW,HW,HW12,7,29,20,5,Friday   ,July     ,2012-07-31,2012-07-22,2012-07-20,1,2012-07-23
203,2012-07-21,2012,"2012-2-FW","2012-Q3","2012-07","2012-29",2,FW,HW,HW12,7,29,21,6,Saturday ,July     ,2012-07-31,2012-07-22,2012-07-23,0,2012-07-23
204,2012-07-22,2012,"2012-2-FW","2012-Q3","2012-07","2012-29",2,FW,HW,HW12,7,29,22,7,Sunday   ,July     ,2012-07-31,2012-07-22,2012-07-23,0,2012-07-23
205,2012-07-23,2012,"2012-2-FW","2012-Q3","2012-07","2012-30",2,FW,HW,HW12,7,30,23,1,Monday   ,July     ,2012-07-31,2012-07-29,2012-07-23,1,2012-07-24
206,2012-07-24,2012,"2012-2-FW","2012-Q3","2012-07","2012-30",2,FW,HW,HW12,7,30,24,2,Tuesday  ,July     ,2012-07-31,2012-07-29,2012-07-24,1,2012-07-25
207,2012-07-25,2012,"2012-2-FW","2012-Q3","2012-07","2012-30",2,FW,HW,HW12,7,30,25,3,Wednesday,July     ,2012-07-31,2012-07-29,2012-07-25,1,2012-07-26
208,2012-07-26,2012,"2012-2-FW","2012-Q3","2012-07","2012-30",2,FW,HW,HW12,7,30,26,4,Thursday ,July     ,2012-07-31,2012-07-29,2012-07-26,1,2012-07-27
209,2012-07-27,2012,"2012-2-FW","2012-Q3","2012-07","2012-30",2,FW,HW,HW12,7,30,27,5,Friday   ,July     ,2012-07-31,2012-07-29,2012-07-27,1,2012-07-30
210,2012-07-28,2012,"2012-2-FW","2012-Q3","2012-07","2012-30",2,FW,HW,HW12,7,30,28,6,Saturday ,July     ,2012-07-31,2012-07-29,2012-07-30,0,2012-07-30
211,2012-07-29,2012,"2012-2-FW","2012-Q3","2012-07","2012-30",2,FW,HW,HW12,7,30,29,7,Sunday   ,July     ,2012-07-31,2012-07-29,2012-07-30,0,2012-07-30
212,2012-07-30,2012,"2012-2-FW","2012-Q3","2012-07","2012-31",2,FW,HW,HW12,7,31,30,1,Monday   ,July     ,2012-07-31,2012-08-05,2012-07-30,1,2012-07-31
213,2012-07-31,2012,"2012-2-FW","2012-Q3","2012-07","2012-31",2,FW,HW,HW12,7,31,31,2,Tuesday  ,July     ,2012-07-31,2012-08-05,2012-07-31,1,2012-08-01
214,2012-08-01,2012,"2012-2-FW","2012-Q3","2012-08","2012-31",2,FW,HW,HW12,8,31,1,3,Wednesday,August   ,2012-08-31,2012-08-05,2012-08-01,1,2012-08-02
215,2012-08-02,2012,"2012-2-FW","2012-Q3","2012-08","2012-31",2,FW,HW,HW12,8,31,2,4,Thursday ,August   ,2012-08-31,2012-08-05,2012-08-02,1,2012-08-03
216,2012-08-03,2012,"2012-2-FW","2012-Q3","2012-08","2012-31",2,FW,HW,HW12,8,31,3,5,Friday   ,August   ,2012-08-31,2012-08-05,2012-08-03,1,2012-08-06
217,2012-08-04,2012,"2012-2-FW","2012-Q3","2012-08","2012-31",2,FW,HW,HW12,8,31,4,6,Saturday ,August   ,2012-08-31,2012-08-05,2012-08-06,0,2012-08-06
218,2012-08-05,2012,"2012-2-FW","2012-Q3","2012-08","2012-31",2,FW,HW,HW12,8,31,5,7,Sunday   ,August   ,2012-08-31,2012-08-05,2012-08-06,0,2012-08-06
219,2012-08-06,2012,"2012-2-FW","2012-Q3","2012-08","2012-32",2,FW,HW,HW12,8,32,6,1,Monday   ,August   ,2012-08-31,2012-08-12,2012-08-06,1,2012-08-07
220,2012-08-07,2012,"2012-2-FW","2012-Q3","2012-08","2012-32",2,FW,HW,HW12,8,32,7,2,Tuesday  ,August   ,2012-08-31,2012-08-12,2012-08-07,1,2012-08-08
221,2012-08-08,2012,"2012-2-FW","2012-Q3","2012-08","2012-32",2,FW,HW,HW12,8,32,8,3,Wednesday,August   ,2012-08-31,2012-08-12,2012-08-08,1,2012-08-09
222,2012-08-09,2012,"2012-2-FW","2012-Q3","2012-08","2012-32",2,FW,HW,HW12,8,32,9,4,Thursday ,August   ,2012-08-31,2012-08-12,2012-08-09,1,2012-08-10
223,2012-08-10,2012,"2012-2-FW","2012-Q3","2012-08","2012-32",2,FW,HW,HW12,8,32,10,5,Friday   ,August   ,2012-08-31,2012-08-12,2012-08-10,1,2012-08-13
224,2012-08-11,2012,"2012-2-FW","2012-Q3","2012-08","2012-32",2,FW,HW,HW12,8,32,11,6,Saturday ,August   ,2012-08-31,2012-08-12,2012-08-13,0,2012-08-13
225,2012-08-12,2012,"2012-2-FW","2012-Q3","2012-08","2012-32",2,FW,HW,HW12,8,32,12,7,Sunday   ,August   ,2012-08-31,2012-08-12,2012-08-13,0,2012-08-13
226,2012-08-13,2012,"2012-2-FW","2012-Q3","2012-08","2012-33",2,FW,HW,HW12,8,33,13,1,Monday   ,August   ,2012-08-31,2012-08-19,2012-08-13,1,2012-08-14
227,2012-08-14,2012,"2012-2-FW","2012-Q3","2012-08","2012-33",2,FW,HW,HW12,8,33,14,2,Tuesday  ,August   ,2012-08-31,2012-08-19,2012-08-14,1,2012-08-15
228,2012-08-15,2012,"2012-2-FW","2012-Q3","2012-08","2012-33",2,FW,HW,HW12,8,33,15,3,Wednesday,August   ,2012-08-31,2012-08-19,2012-08-15,1,2012-08-16
229,2012-08-16,2012,"2012-2-FW","2012-Q3","2012-08","2012-33",2,FW,HW,HW12,8,33,16,4,Thursday ,August   ,2012-08-31,2012-08-19,2012-08-16,1,2012-08-17
230,2012-08-17,2012,"2012-2-FW","2012-Q3","2012-08","2012-33",2,FW,HW,HW12,8,33,17,5,Friday   ,August   ,2012-08-31,2012-08-19,2012-08-17,1,2012-08-20
231,2012-08-18,2012,"2012-2-FW","2012-Q3","2012-08","2012-33",2,FW,HW,HW12,8,33,18,6,Saturday ,August   ,2012-08-31,2012-08-19,2012-08-20,0,2012-08-20
232,2012-08-19,2012,"2012-2-FW","2012-Q3","2012-08","2012-33",2,FW,HW,HW12,8,33,19,7,Sunday   ,August   ,2012-08-31,2012-08-19,2012-08-20,0,2012-08-20
233,2012-08-20,2012,"2012-2-FW","2012-Q3","2012-08","2012-34",2,FW,HW,HW12,8,34,20,1,Monday   ,August   ,2012-08-31,2012-08-26,2012-08-20,1,2012-08-21
234,2012-08-21,2012,"2012-2-FW","2012-Q3","2012-08","2012-34",2,FW,HW,HW12,8,34,21,2,Tuesday  ,August   ,2012-08-31,2012-08-26,2012-08-21,1,2012-08-22
235,2012-08-22,2012,"2012-2-FW","2012-Q3","2012-08","2012-34",2,FW,HW,HW12,8,34,22,3,Wednesday,August   ,2012-08-31,2012-08-26,2012-08-22,1,2012-08-23
236,2012-08-23,2012,"2012-2-FW","2012-Q3","2012-08","2012-34",2,FW,HW,HW12,8,34,23,4,Thursday ,August   ,2012-08-31,2012-08-26,2012-08-23,1,2012-08-24
237,2012-08-24,2012,"2012-2-FW","2012-Q3","2012-08","2012-34",2,FW,HW,HW12,8,34,24,5,Friday   ,August   ,2012-08-31,2012-08-26,2012-08-24,1,2012-08-27
238,2012-08-25,2012,"2012-2-FW","2012-Q3","2012-08","2012-34",2,FW,HW,HW12,8,34,25,6,Saturday ,August   ,2012-08-31,2012-08-26,2012-08-27,0,2012-08-27
239,2012-08-26,2012,"2012-2-FW","2012-Q3","2012-08","2012-34",2,FW,HW,HW12,8,34,26,7,Sunday   ,August   ,2012-08-31,2012-08-26,2012-08-27,0,2012-08-27
240,2012-08-27,2012,"2012-2-FW","2012-Q3","2012-08","2012-35",2,FW,HW,HW12,8,35,27,1,Monday   ,August   ,2012-08-31,2012-09-02,2012-08-27,1,2012-08-28
241,2012-08-28,2012,"2012-2-FW","2012-Q3","2012-08","2012-35",2,FW,HW,HW12,8,35,28,2,Tuesday  ,August   ,2012-08-31,2012-09-02,2012-08-28,1,2012-08-29
242,2012-08-29,2012,"2012-2-FW","2012-Q3","2012-08","2012-35",2,FW,HW,HW12,8,35,29,3,Wednesday,August   ,2012-08-31,2012-09-02,2012-08-29,1,2012-08-30
243,2012-08-30,2012,"2012-2-FW","2012-Q3","2012-08","2012-35",2,FW,HW,HW12,8,35,30,4,Thursday ,August   ,2012-08-31,2012-09-02,2012-08-30,1,2012-08-31
244,2012-08-31,2012,"2012-2-FW","2012-Q3","2012-08","2012-35",2,FW,HW,HW12,8,35,31,5,Friday   ,August   ,2012-08-31,2012-09-02,2012-08-31,1,2012-09-03
245,2012-09-01,2012,"2012-2-FW","2012-Q3","2012-09","2012-35",2,FW,HW,HW12,9,35,1,6,Saturday ,September,2012-09-30,2012-09-02,2012-09-03,0,2012-09-03
246,2012-09-02,2012,"2012-2-FW","2012-Q3","2012-09","2012-35",2,FW,HW,HW12,9,35,2,7,Sunday   ,September,2012-09-30,2012-09-02,2012-09-03,0,2012-09-03
247,2012-09-03,2012,"2012-2-FW","2012-Q3","2012-09","2012-36",2,FW,HW,HW12,9,36,3,1,Monday   ,September,2012-09-30,2012-09-09,2012-09-03,1,2012-09-04
248,2012-09-04,2012,"2012-2-FW","2012-Q3","2012-09","2012-36",2,FW,HW,HW12,9,36,4,2,Tuesday  ,September,2012-09-30,2012-09-09,2012-09-04,1,2012-09-05
249,2012-09-05,2012,"2012-2-FW","2012-Q3","2012-09","2012-36",2,FW,HW,HW12,9,36,5,3,Wednesday,September,2012-09-30,2012-09-09,2012-09-05,1,2012-09-06
250,2012-09-06,2012,"2012-2-FW","2012-Q3","2012-09","2012-36",2,FW,HW,HW12,9,36,6,4,Thursday ,September,2012-09-30,2012-09-09,2012-09-06,1,2012-09-07
251,2012-09-07,2012,"2012-2-FW","2012-Q3","2012-09","2012-36",2,FW,HW,HW12,9,36,7,5,Friday   ,September,2012-09-30,2012-09-09,2012-09-07,1,2012-09-10
252,2012-09-08,2012,"2012-2-FW","2012-Q3","2012-09","2012-36",2,FW,HW,HW12,9,36,8,6,Saturday ,September,2012-09-30,2012-09-09,2012-09-10,0,2012-09-10
253,2012-09-09,2012,"2012-2-FW","2012-Q3","2012-09","2012-36",2,FW,HW,HW12,9,36,9,7,Sunday   ,September,2012-09-30,2012-09-09,2012-09-10,0,2012-09-10
254,2012-09-10,2012,"2012-2-FW","2012-Q3","2012-09","2012-37",2,FW,HW,HW12,9,37,10,1,Monday   ,September,2012-09-30,2012-09-16,2012-09-10,1,2012-09-11
255,2012-09-11,2012,"2012-2-FW","2012-Q3","2012-09","2012-37",2,FW,HW,HW12,9,37,11,2,Tuesday  ,September,2012-09-30,2012-09-16,2012-09-11,1,2012-09-12
256,2012-09-12,2012,"2012-2-FW","2012-Q3","2012-09","2012-37",2,FW,HW,HW12,9,37,12,3,Wednesday,September,2012-09-30,2012-09-16,2012-09-12,1,2012-09-13
257,2012-09-13,2012,"2012-2-FW","2012-Q3","2012-09","2012-37",2,FW,HW,HW12,9,37,13,4,Thursday ,September,2012-09-30,2012-09-16,2012-09-13,1,2012-09-14
258,2012-09-14,2012,"2012-2-FW","2012-Q3","2012-09","2012-37",2,FW,HW,HW12,9,37,14,5,Friday   ,September,2012-09-30,2012-09-16,2012-09-14,1,2012-09-17
259,2012-09-15,2012,"2012-2-FW","2012-Q3","2012-09","2012-37",2,FW,HW,HW12,9,37,15,6,Saturday ,September,2012-09-30,2012-09-16,2012-09-17,0,2012-09-17
260,2012-09-16,2012,"2012-2-FW","2012-Q3","2012-09","2012-37",2,FW,HW,HW12,9,37,16,7,Sunday   ,September,2012-09-30,2012-09-16,2012-09-17,0,2012-09-17
261,2012-09-17,2012,"2012-2-FW","2012-Q3","2012-09","2012-38",2,FW,HW,HW12,9,38,17,1,Monday   ,September,2012-09-30,2012-09-23,2012-09-17,1,2012-09-18
262,2012-09-18,2012,"2012-2-FW","2012-Q3","2012-09","2012-38",2,FW,HW,HW12,9,38,18,2,Tuesday  ,September,2012-09-30,2012-09-23,2012-09-18,1,2012-09-19
263,2012-09-19,2012,"2012-2-FW","2012-Q3","2012-09","2012-38",2,FW,HW,HW12,9,38,19,3,Wednesday,September,2012-09-30,2012-09-23,2012-09-19,1,2012-09-20
264,2012-09-20,2012,"2012-2-FW","2012-Q3","2012-09","2012-38",2,FW,HW,HW12,9,38,20,4,Thursday ,September,2012-09-30,2012-09-23,2012-09-20,1,2012-09-21
265,2012-09-21,2012,"2012-2-FW","2012-Q3","2012-09","2012-38",2,FW,HW,HW12,9,38,21,5,Friday   ,September,2012-09-30,2012-09-23,2012-09-21,1,2012-09-24
266,2012-09-22,2012,"2012-2-FW","2012-Q3","2012-09","2012-38",2,FW,HW,HW12,9,38,22,6,Saturday ,September,2012-09-30,2012-09-23,2012-09-24,0,2012-09-24
267,2012-09-23,2012,"2012-2-FW","2012-Q3","2012-09","2012-38",2,FW,HW,HW12,9,38,23,7,Sunday   ,September,2012-09-30,2012-09-23,2012-09-24,0,2012-09-24
268,2012-09-24,2012,"2012-2-FW","2012-Q3","2012-09","2012-39",2,FW,HW,HW12,9,39,24,1,Monday   ,September,2012-09-30,2012-09-30,2012-09-24,1,2012-09-25
269,2012-09-25,2012,"2012-2-FW","2012-Q3","2012-09","2012-39",2,FW,HW,HW12,9,39,25,2,Tuesday  ,September,2012-09-30,2012-09-30,2012-09-25,1,2012-09-26
270,2012-09-26,2012,"2012-2-FW","2012-Q3","2012-09","2012-39",2,FW,HW,HW12,9,39,26,3,Wednesday,September,2012-09-30,2012-09-30,2012-09-26,1,2012-09-27
271,2012-09-27,2012,"2012-2-FW","2012-Q3","2012-09","2012-39",2,FW,HW,HW12,9,39,27,4,Thursday ,September,2012-09-30,2012-09-30,2012-09-27,1,2012-09-28
272,2012-09-28,2012,"2012-2-FW","2012-Q3","2012-09","2012-39",2,FW,HW,HW12,9,39,28,5,Friday   ,September,2012-09-30,2012-09-30,2012-09-28,1,2012-10-01
273,2012-09-29,2012,"2012-2-FW","2012-Q3","2012-09","2012-39",2,FW,HW,HW12,9,39,29,6,Saturday ,September,2012-09-30,2012-09-30,2012-10-01,0,2012-10-01
274,2012-09-30,2012,"2012-2-FW","2012-Q3","2012-09","2012-39",2,FW,HW,HW12,9,39,30,7,Sunday   ,September,2012-09-30,2012-09-30,2012-10-01,0,2012-10-01
275,2012-10-01,2012,"2012-2-FW","2012-Q4","2012-10","2012-40",2,FW,HW,HW12,10,40,1,1,Monday   ,October  ,2012-10-31,2012-10-07,2012-10-01,1,2012-10-02
276,2012-10-02,2012,"2012-2-FW","2012-Q4","2012-10","2012-40",2,FW,HW,HW12,10,40,2,2,Tuesday  ,October  ,2012-10-31,2012-10-07,2012-10-02,1,2012-10-03
277,2012-10-03,2012,"2012-2-FW","2012-Q4","2012-10","2012-40",2,FW,HW,HW12,10,40,3,3,Wednesday,October  ,2012-10-31,2012-10-07,2012-10-04,0,2012-10-04
